"Name";"Description"
"SALT-B.ST";"SaltX Technology"
"SBB-B.ST";"Samhällsbyggnadsbolag B"
"SBB-D.ST";"Samhällsbyggnadsbolag D"
"SAMPO-SDB.ST";"Sampo"
"SAMT-B.ST";"Samtrygg"
"SAND.ST";"Sandvik"
"SANION.ST";"Saniona"
"SARS.ST";"SARSYS"
"YIELD.ST";"SaveLend"
"SAXG.ST";"Saxlund"
"SCA-A.ST";"SCA A"
"SCA-B.ST";"SCA B"
"SBOK.ST";"ScandBook"
"SCST.ST";"Scandi Standard"
"SHOT.ST";"Scandic Hotels"
"SDOS.ST";"ScandiDos"
"ASTOR.ST";"Scandinavian Astor"
"SES.ST";"Scandinavian Enviro"
"HEART.ST";"Scandinavian Real Heart"
"SCIB.ST";"Scibase"
"SCOUT.ST";"Scout Gaming"
"SDIP-B.ST";"Sdiptech"
"SEAF.ST";"Seafire"
"SDS.ST";"Seamless Distribution Systems"
"STW.ST";"SeaTwirl"
"SEB-A.ST";"SEB A"
"SEB-C.ST";"SEB C"
"SECT-B.ST";"Sectra"
"SECU-B.ST";"Securitas"
"SEDANA.ST";"Sedana Medical"
"SDET.ST";"SensoDetect"
"SGG.ST";"Sensys Gatso"
"SENZA.ST";"SenzaGen"
"SEZI.ST";"Senzime"
"SERT.ST";"Serstech"
"SNM.ST";"ShaMaran"
"SHT-B.ST";"SHT Smart High-Tech"
"SIBEK.ST";"Sibek"
"SILEON.ST";"Sileon"
"SIMRIS-B.ST";"Simris Alg"
"SINCH.ST";"Sinch"
"SINT.ST";"SinterCast"
"SIVE.ST";"Sivers Semiconductors"
"SCC-B.ST";"Sjöstrand Coffee"
"SKA-B.ST";"Skanska"
"SKF-A.ST";"SKF A"
"SKF-B.ST";"SKF B"
"SKIS-B.ST";"SkiStar"
"SKOLON.ST";"Skolon"
"SKMO.ST";"Skåne-möllan"
"SLEEP.ST";"Sleep Cycle"
"SLOTT-B.ST";"Slottsviken B"
"SEYE.ST";"Smart Eye"
"SMOL.ST";"Smoltek"
"SOCIAL.ST";"Sociallite US"
"SOF-B.ST";"Softronic"
"SFAB.ST";"Solid Försäkring"
"SOLIDX.ST";"SolidX"
"SOLNA.ST";"Solnaberg"
"SOLT.ST";"SolTech Energy"
"SONE.ST";"Sonetel"
"SOSI.ST";"Sotkamo Silver"
"SOUND.ST";"Sound Dimension"
"SOZAP.ST";"Sozap"
"SPAGO.ST";"Spago Nanomedical"
"SPEC.ST";"SpectraCure"
"SPEONE.ST";"SpectrumOne"
"SPERM.ST";"Spermosens"
"SPIFF.ST";"Spiffbet"
"SPLTN.ST";"Spiltan Invest"
"SPGR.ST";"Spotlight Group"
"SPOTR.ST";"Spotr Group"
"SPRINT.ST";"Sprint Bioscience"
"SSAB-A.ST";"SSAB A"
"SSAB-B.ST";"SSAB B"
"STVA-B.ST";"Star Vault"
"STAR-A.ST";"Starbreeze A"
"STAR-B.ST";"Starbreeze B"
"STABL.ST";"Stayble Therapeutics"
"STEF-B.ST";"Stendörren Fastigheter"
"SFAST.ST";"Stenhus Fastigheter"
"STIL.ST";"Stille"
"SF.ST";"Stillfront"
"STWK.ST";"Stockwik Förvaltning"
"SBG.ST";"StoneBeach"
"STE-A.ST";"Stora Enso A"
"STE-R.ST";"Stora Enso R"
"STOR-B.ST";"Storskogen"
"STORY-B.ST";"Storytel"
"STUDBO.ST";"Studentbostäder"
"SVIK.ST";"Studsvik"
"SUMMAS.ST";"Summa Defence"
"STRD-B.ST";"Suntrade"
"SUS.ST";"Surgical Science"
"SENS.ST";"Sustainable Energy"
"SUSG.ST";"Sustainion"
"SVEAF.ST";"Sveafastigheter"
"SWEC-A.ST";"Sweco A"
"SWEC-B.ST";"Sweco B"
"SWED-A.ST";"Swedbank"
"SVED-B.ST";"Svedbergs"
"BUY.ST";"Sweden BuyersClub"
"SECARE.ST";"Swedencare"
"SLP-B.ST";"Swedish Logistic Property"
"SOBI.ST";"Swedish Orphan Biovitrum"
"AERO.ST";"Svenska Aerogel"
"SVOL-A.ST";"Svolder A"
"SVOL-B.ST";"Svolder B"
"SYNACT.ST";"SynAct Pharma"
"SYNC-B.ST";"Syncro"
"SYNSAM.ST";"Synsam"
"SYNT.ST";"SyntheticMR"
"SYSR.ST";"Systemair"
"SODER.ST";"Söder Sportfiske"
"TAGM-B.ST";"TagMaster"
"TALK.ST";"Talkpool"
"TANGI.ST";"Tangiamo Touch"
"TCC-A.ST";"TCECUR"
"TEL2-A.ST";"Tele2 A"
"TEL2-B.ST";"Tele2 B"
"TELIA.ST";"Telia Company"
"TELLUS.ST";"Tellusgruppen"
"TSEC.ST";"Tempest Security"
"TENEO.ST";"Teneo AI"
"TEQ.ST";"Teqnion"
"TERRNT-B.ST";"TerraNet"
"TESSIN.ST";"Tessin Nordic"
"TFBANK.ST";"TF Bank"
"THINC.ST";"Thinc"
"THULE.ST";"Thule"
"THUNDR.ST";"Thunderful"
"TIETOS.ST";"TietoEVRY"
"TPGR.ST";"Time People Group"
"TINGS-A.ST";"Tingsvalvet A"
"TINGS-B.ST";"Tingsvalvet B"
"TITA-B.ST";"Titania"
"TOBII.ST";"Tobii"
"TOL.ST";"Toleranzia"
"TOPR.ST";"TopRight Nordic"
"TOUCH.ST";"Touchtech"
"TOURN.ST";"Tourn"
"TRAC-B.ST";"Traction"
"TRAD.ST";"TradeDoubler"
"TRAIN-B.ST";"Train Alliance"
"TRML.ST";"Trainimal"
"TRNSF.ST";"Transfer Group"
"TRAN-A.ST";"Transferator A"
"TRAN-B.ST";"Transferator B"
"TIRO.ST";"Transiro"
"TRANS.ST";"Transtema"
"8TRA.ST";"Traton"
"TREL-B.ST";"Trelleborg"
"TRIAN-B.ST";"Trianon"
"TRIBO-B.ST";"Tribox Group"
"TRIONA.ST";"Triona"
"TROAX.ST";"Troax Group"
"TRUE-B.ST";"Truecaller"
"TURA.ST";"Tura Group"
"UMIDA-B.ST";"Umida"
"UNIBAP.ST";"Unibap Space Solutions"
"UTG.ST";"Unlimited Travel Group"
"UPGRAD.ST";"Upgrade Invest Nordic"
"UPSALE.ST";"Upsales"
"USWE.ST";"USWE Sports"
"W5.ST";"W5 Solutions"
"WTW-A.ST";"Wall to Wall"
"WALL-B.ST";"Wallenstam"
"VAXXA.ST";"Vaxxa"
"WAYS.ST";"Waystream"
"VBG-B.ST";"VBG Group"
"WRV.ST";"Webrock Ventures"
"VEFAB.ST";"VEF"
"VERT-B.ST";"Vertiseit"
"VER.ST";"Verve Group"
"WPAY.ST";"Westpay"
"VESTUM.ST";"Vestum"
"VPAB-B.ST";"Veteranpoolen"
"WPTG-B.ST";"White Pearl Technology"
"VPLAY-A.ST";"Viaplay A"
"VPLAY-B.ST";"Viaplay B"
"VSD-B.ST";"Vibrosense Dynamics"
"VICO.ST";"Vicore Pharma"
"VIDH.ST";"Vidhance"
"WIHL.ST";"Wihlborgs Fastigheter"
"VSSAB-B.ST";"Viking Supply"
"VIMAB.ST";"Vimab Group"
"VIMIAN.ST";"Vimian Group"
"WEG.ST";"Windon"
"WISE.ST";"Wise Group"
"VIT-B.ST";"Vitec Software"
"VITR.ST";"Vitrolife"
"VIVA.ST";"Viva Wine"
"VIVE.ST";"Vivesto"
"VNV.ST";"VNV Global"
"VO2.ST";"Vo2 Cap"
"VOLO.ST";"Volati"
"VOLV-A.ST";"Volvo A"
"VOLV-B.ST";"Volvo B"
"VOLCAR-B.ST";"Volvo Car"
"WTG.ST";"Wonderful Times"
"VUXEN.ST";"Vuxen Group"
"WYLD.ST";"Wyld Networks"
"WBGR-B.ST";"Wästbygg"
"VH.ST";"Västra Hamnen"
"XANO-B.ST";"XANO Industri"
"XBRANE.ST";"Xbrane Biopharma"
"XINT.ST";"Xintela"
"XMR.ST";"XMReality"
"XOM-B.ST";"Xoma"
"XPC.ST";"XP Chemistries"
"XSPRAY.ST";"Xspray Pharma"
"XVIVO.ST";"Xvivo Perfusion"
"YUBICO.ST";"Yubico"
"ZAPLOX.ST";"Zaplox"
"ZENZIP-B.ST";"Zenergy"
"ZENI.ST";"Zenicor Medical"
"ZZ-B.ST";"Zinzino"
"ZOOM.ST";"Zoomability"
"ORES.ST";"Öresund"
"DOFG.OL";"DOF Group"
"^OMX";"OMX Stockholm 30 Index"
"^OMXSPI";"OMX Stockholm All Share Index"
"^NORDIC";"OMX Nordic 40 Index"
"^NORDICPI";"OMX Nordic All Share Index"
"^STOXX50E";"STOXX Europe 50 Index"
"^STOXXE";"STOXX Europe 600 Index"
"^STOXXPI";"STOXX Europe 600 Price Index"
